"house_price","number_of_rooms","living_area","secondary_area","plot_area","year_built","operating_cost","sale_date","neighborhood","latitude","longitude","secondary_area_missing","month","year"
3500000,3,89,89,703,1960,43624,"2024-05-16","Videdal",55.5930721,13.0732837,0,5,2024
5795000,6,187,161,1002,1927,53500,"2024-05-15","Virentofta",55.592819,13.0753374843488,0,5,2024
4400000,4,86,78,797,1975,49200,"2024-05-15","Husie",55.5957463,13.0771367725764,0,5,2024
4200000,7,170,53,553,1969,26626,"2024-05-14","Villastad",55.575584,13.0735114055171,0,5,2024
11300000,6,165,118,961,1933,82679,"2024-05-13","Rosenvång",55.58610005,12.9520163615102,0,5,2024
3850000,6,150,0,460,1982,48884,"2024-05-11","Gullvik",55.5679856,13.0347566154915,1,5,2024
6800000,5,139,8,764,2006,39700,"2024-05-10","Klagshamn",55.53069705,12.9336200003936,0,5,2024
5200000,7,140,95,874,1927,61943,"2024-05-08","Kulladal",55.5732172,12.9920123315385,0,5,2024
4750000,5,102,0,300,1968,43453,"2024-05-08","Bunkeflostrand",56.09357095,12.6523974740453,1,5,2024
5200000,8,180,0,888,2000,32900,"2024-05-07","Käglinge",55.530621,13.0862655400746,1,5,2024
3200000,6,116,70,785,1959,18750,"2024-05-07","Kyrkby",55.5477499,13.09547205,0,5,2024
4100000,4,112,28,593,1962,45950,"2024-05-05","Djupadal",55.5743749,12.9506619162556,0,5,2024
5900000,5,110,0,719,1963,42086,"2024-05-05","Limhamn",55.57317475,12.9511830206042,1,5,2024
5800000,5,134,77,878,1959,47000,"2024-05-02","Riseberga",55.59535255,13.0784197861394,0,5,2024
3995000,3,85,76,2003,1946,48756,"2024-04-25","Husie",55.6034198,13.1128344,0,4,2024
10900000,6,193,47,570,1983,55574,"2024-04-24","Limhamn",60.8785676,15.1250447,0,4,2024
3200000,2,80,10,510,1956,45179,"2024-04-22","Bunkeflostrand",57.6657373,12.1076337834628,0,4,2024
6950000,6,140,0,401,2023,18159,"2024-04-19","Kulladal",58.3146851,12.2739749598327,1,4,2024
6300000,4,195,25,766,2014,49994,"2024-04-15","Kristineberg",55.6963422,13.2135320767789,0,4,2024
3000000,3,56,7,1008,1927,44900,"2024-04-13","Husie",55.59661165,13.07682373773,0,4,2024
7500000,6,164,0,361,2019,40200,"2024-04-11","Bunkeflostrand",55.5457132,12.9215821743243,1,4,2024
2100000,4,90,0,665,1909,38367,"2024-04-11","Oxie",55.5235976,13.0509755305288,1,4,2024
3870000,4,92,19,528,1998,30330,"2024-04-10","Almvik",55.5612244,13.0017398290254,0,4,2024
7610000,4,137,0,632,2010,30000,"2024-04-09","Bunkeflostrand",55.5447811,12.9252671,1,4,2024
3695000,5,120,0,399,1969,32750,"2024-04-08","Oxie",55.5427777,13.1008620886511,1,4,2024
3720000,7,170,36,2473,1850,49718,"2024-04-08","Oxie",55.5515784,13.0990583650263,0,4,2024
6650000,5,145,10,350,2007,36200,"2024-04-04","Bunkeflostrand",55.5510224,12.9297046,0,4,2024
3300000,4,127,0,216,1987,19428,"2024-04-01","Bulltofta",55.60719425,13.05599935,1,4,2024
5900000,9,222,0,259,1909,45243,"2024-03-28","Sofielund",55.5848758,13.0140352,1,3,2024
4200000,3,90,9,516,1950,44000,"2024-03-28","Bunkeflostrand",58.37880195,15.6988498397603,0,3,2024
5355000,4,127,0,624,1991,42875,"2024-03-26","Riseberga",55.6022429,13.0923860196894,1,3,2024
3215000,4,85,85,711,1962,4867,"2024-03-26","Käglinge",55.53320215,13.0777243,0,3,2024
5450000,5,131,30,908,2009,30688,"2024-03-26","Käglinge",57.6719746,11.9318672,0,3,2024
5500000,4,116,0,500,1971,40700,"2024-03-26","Hyllieby",55.56858,12.9575675,1,3,2024
