slutpris,utgangspris,prisutv,antal_rum,boarea,biarea,tomtarea,byggar,driftkostnad,sälj_datum,område,latitude,longitude
7600000,6795000,805000,6,153,5,334,1958,30000,11 maj 2022,Limhamn,55.573716,12.9163311705911
4775000,4395000,380000,5,112,82,827,1920,50911,10 maj 2022,Valdemarsro,55.61079915,13.0724177414988
6400000,6195000,205000,5,116,65,720,1925,36408,10 maj 2022,Rostorp,55.61453615,13.0476658941848
6250000,6595000,-345000,5,135,NA,425,1991,36300,9 maj 2022,Bunkeflostrand,55.5558606,12.9118158
11500000,10000000,1500000,5,151,NA,NA,2007,NA,9 maj 2022,Hamnen,55.6138704,12.9727462
4410000,4395000,15000,6,136,84,556,1963,30000,9 maj 2022,Husie,55.585253,13.0801306
3250000,3595000,-345000,5,130,NA,385,1966,36680,9 maj 2022,Kyrkby,55.5429869,13.0955422
4800000,4995000,-195000,6,134,83,704,1974,46200,8 maj 2022,Kastanjegården,55.5556596,13.0215189
6800000,6995000,-195000,4,110,135,460,1973,35549,6 maj 2022,Limhamn,59.3368108,18.0498559
4500000,3995000,505000,3,75,47,768,1940,29800,6 maj 2022,Kulladal,55.57218805,12.9920762591698
8100000,7995000,105000,4,145,71,956,1954,55494,6 maj 2022,Klagshamn,58.4303824,15.6811727931703
13000000,13895000,-895000,8,318,17,788,1974,60300,6 maj 2022,Sjösida,59.87361015,17.6313139
6200000,5995000,205000,5,108,15,516,1960,31575,5 maj 2022,Bunkeflostrand,59.2688385,18.1095322
3800000,3845000,-45000,5,100,14,427,1963,35481,5 maj 2022,kyrkby,55.5462501,13.0973789564617
3575000,3495000,80000,3,92,NA,170,2015,31674,4 maj 2022,Tygelsjö,55.5169132,13.0044825
6400000,5495000,905000,5,106,NA,274,1920,34490,4 maj 2022,Eriksfält,55.57608565,13.01016665
11100000,11500000,-400000,6,168,135,967,NA,52806,4 maj 2022,Limhamn,57.6929046,11.9522201
10600000,9495000,1105000,6,158,108,623,1928,53506,4 maj 2022,Limhamn,55.5778465,12.9443452459942
6550000,5995000,555000,6,174,134,987,1979,47900,4 maj 2022,Gullvik,55.56836205,13.0289575572992
12600000,11800000,800000,6,173,NA,147,2012,27600,4 maj 2022,Hamnen,55.6118067,12.97411145
8000000,7695000,305000,5,186,NA,1427,2004,42946,3 maj 2022,By,55.5120221,12.94821975
3600000,3395000,205000,6,156,NA,202,1975,38740,3 maj 2022,Kyrkby,55.5487351,13.1067327
4275000,4295000,-20000,3,75,65,878,1930,NA,2 maj 2022,Eriksfält,55.574889,13.0063929222376
7750000,7895000,-145000,5,160,NA,889,1968,65450,2 maj 2022,Bunkeflostrand,55.5615953,12.9136661424195
4750000,4995000,-245000,4,106,NA,530,1945,44400,29 april 2022,Strandhem,55.541486,12.9130672
5210000,4795000,415000,4,134,83,704,1974,46568,28 april 2022,Kastanjegården,55.555829,13.0222273736991
4800000,4295000,505000,5,110,34,518,1968,39200,28 april 2022,Villastad,58.34928295,12.3320412327563
6570000,5995000,575000,7,190,120,1463,1936,53444,27 april 2022,Husie,55.5795739,13.0740558
6795000,6795000,0,9,199,115,793,1971,42767,27 april 2022,Kulladal,55.5692143,12.9925858
6200000,5795000,405000,5,134,NA,308,2015,33051,26 april 2022,Vintrie,55.5545747,12.959595
6900000,6850000,50000,6,157,10,389,2005,45051,26 april 2022,Bunkeflostrand,55.5527417,12.9230982248786
5990000,5990000,0,5,123,15,373,1909,35000,26 april 2022,Sofielund,59.3176616,18.0551166
6300000,5795000,505000,6,184,NA,1001,1979,NA,25 april 2022,Virentofta,55.5922636,13.0831603178258
6350000,5975000,375000,4,107,111,538,1930,40680,25 april 2022,Limhamn,58.1460104,11.8312119
8950000,9350000,-400000,4,132,104,700,1955,42886,22 april 2022,Limhamn,55.57795195,12.9498113082449
9150000,8975000,175000,6,235,NA,958,2002,28500,22 april 2022,Bunkeflostrand,55.5579121,12.9280274833465
7500000,7095000,405000,6,153,10,417,2008,38437,22 april 2022,Bunkeflostrand,55.5518738,12.9299077
7350000,5195000,2155000,5,125,70,640,1952,47900,22 april 2022,Djupadal,55.5767064,12.9490366300861
6545000,6495000,50000,6,155,44,969,1986,29600,21 april 2022,Klagshamn,55.5308392,12.9291585
7050000,7495000,-445000,4,126,142,799,1958,39221,20 april 2022,Djupadal,55.57696425,12.9504840940894
6050000,5995000,55000,5,126,NA,462,NA,6424,20 april 2022,Stenkällan,59.6069316,16.5698325
6500000,6195000,305000,6,189,44,1088,1929,45570,19 april 2022,Klagshamn,55.5210766,12.9362209490826
3820000,3995000,-175000,5,112,NA,824,1971,38989,16 april 2022,Toarp,55.54001165,13.1244652
5550000,4975000,575000,3,90,NA,363,1966,27080,15 april 2022,Bunkeflostrand,55.5548085,12.9161753
6400000,5400000,1000000,6,130,10,620,1909,36000,14 april 2022,Sofielund,55.5848758,13.0140352
4800000,4495000,305000,4,83,39,1345,1930,32480,13 april 2022,Valdemarsro,59.27287425,17.9755855087964
8375000,6895000,1480000,8,144,NA,315,NA,28078,13 april 2022,Limhamn,59.3347827,18.0743739
8300000,7850000,450000,6,165,30,441,NA,41096,12 april 2022,DJUPADAL,55.5736891,12.9668292014602
7865000,7395000,470000,6,155,9,549,2007,38325,11 april 2022,Bunkeflostrand,55.5510224,12.9297046
2950000,2450000,500000,3,98,36,1323,1965,10190,11 april 2022,Fårabäck,57.875437797086,14.0969181349429
8400000,8800000,-400000,6,147,50,561,1957,42180,8 april 2022,Limhamn,63.1677831,14.655726794798
7050000,7195000,-145000,5,135,NA,532,2007,43577,7 april 2022,Bunkeflostrand,55.5510224,12.9297046
14400000,10000000,4400000,4,95,84,1577,1916,41444,7 april 2022,Sjösida,55.58777285,12.9511862
8465000,8465000,0,7,193,NA,1019,1909,33253,6 april 2022,Klagshamn,55.5355328,12.9215888
5750000,5695000,55000,5,117,NA,560,1989,34870,5 april 2022,Klagshamn,55.52087865,12.9337406233927
4950000,3945000,1005000,6,180,16,727,NA,42089,5 april 2022,Oxie,55.54670125,13.07396975
6000000,5995000,5000,6,170,NA,809,1990,25510,5 april 2022,Kyrkby,59.2809872,17.9926601
6950000,6850000,100000,5,128,NA,776,2000,31000,5 april 2022,Kvarnby,55.58971065,13.1073611519712
5000000,4495000,505000,6,138,NA,408,1969,44695,4 april 2022,Husie,55.59032455,13.0841038182398
5275000,5195000,80000,6,148,62,544,1948,46059,3 april 2022,Hindby,55.5762993,13.0311683514516
5900000,5750000,150000,5,122,NA,450,1975,33800,1 april 2022,Bunkeflostrand,55.5479174,12.9099166
4050000,3795000,255000,5,142,120,934,1945,30400,1 april 2022,Kattarp,55.575802,13.04533695
4425000,4195000,230000,4,90,NA,311,1929,42500,31 mars 2022,Kirseberg,55.6075884,13.0401828
5170000,4995000,175000,5,122,NA,480,1975,43500,31 mars 2022,Bunkeflostrand,55.5479174,12.9099166
5800000,5750000,50000,5,120,80,402,1928,NA,31 mars 2022,Kulladal,63.09058795,21.6257485688793
7100000,6800000,300000,4,121,NA,177,2006,30140,30 mars 2022,Limhamn,55.58735045,12.93704865
5100000,4595000,505000,4,95,53,914,1929,44460,30 mars 2022,Kattarp,55.5777903,13.0414481
5085000,5350000,-265000,4,127,NA,363,NA,34000,29 mars 2022,Bunkeflostrand,55.5524634,12.9134666
4625000,4495000,130000,7,105,73,969,1932,42377,29 mars 2022,Gullvik,55.56842325,13.0353788
20000000,19800000,200000,7,250,130,1276,1943,35490,29 mars 2022,Sjösida,55.5915125,12.9514149942194
7900000,7495000,405000,6,163,36,835,2018,30000,28 mars 2022,Oxie,56.0734305,12.9500194
5510000,5295000,215000,5,151,10,341,2005,46028,28 mars 2022,Kristineberg,56.1007428,12.7533394669623
8100000,7995000,105000,6,145,35,590,1977,43700,27 mars 2022,Sibbarp,55.57371265,12.9188952366765
7250000,6795000,455000,4,125,NA,841,1989,28471,25 mars 2022,Bunkeflostrand,59.2605966,17.222164
6400000,5995000,405000,6,181,NA,576,1860,45000,25 mars 2022,Kvarnby,55.58998665,13.1029117100621
4475000,4795000,-320000,4,102,60,880,1956,NA,24 mars 2022,Videdal,55.5956152,13.0555814723726
10175000,9995000,180000,6,184,16,138,1956,63543,24 mars 2022,Sjösida,-23.2335499,17.3231107
7450000,7195000,255000,5,145,10,350,2007,35418,24 mars 2022,Bunkeflostrand,55.5510224,12.9297046
5000000,4750000,250000,4,105,37,514,1967,58079,23 mars 2022,villastad,55.575338,13.06933385
5800000,5595000,205000,5,143,63,918,1933,30193,22 mars 2022,Söderkulla,55.5712516,13.0133351
5400000,4995000,405000,3,90,55,715,NA,46168,22 mars 2022,Kulladal,55.57079305,12.9942648
11800000,11800000,0,6,176,NA,775,2020,29440,22 mars 2022,Bellevue,55.58198065,12.9701932382388
6695000,6495000,200000,5,144,NA,668,1961,31635,22 mars 2022,Bunkeflostrand,55.5569542,12.9260762753976
6000000,5895000,105000,5,194,NA,437,NA,35991,20 mars 2022,Kristineberg,55.5453346,13.08419545
5150000,4495000,655000,5,130,NA,694,NA,31714,20 mars 2022,Käglinge,55.5296018,13.07428805
3550000,3495000,55000,3,65,NA,516,1946,29790,19 mars 2022,Bunkeflostrand,55.5416902,12.916659
7705000,7475000,230000,4,152,NA,651,2006,28800,17 mars 2022,Bunkeflostrand,55.56046315,12.92465715
6200000,5995000,205000,5,172,NA,838,1938,48800,17 mars 2022,Husie,55.5927386,13.0788401
6300000,5895000,405000,4,129,123,976,1924,60500,16 mars 2022,Husie,55.58931345,13.07975965
4800000,4895000,-95000,3,NA,NA,768,1956,40148,15 mars 2022,Kulladal,55.5690948,12.9933989
5350000,4895000,455000,5,138,110,292,1971,61400,15 mars 2022,Stenkällan,55.58032325,13.0733615
5525000,4995000,530000,4,65,NA,192,1895,26451,14 mars 2022,Limhamn,55.5849626,12.9259248
6690000,6495000,195000,7,187,82,673,1923,43214,14 mars 2022,Bergdala,55.5647699,12.9948558
6115000,5995000,120000,6,134,75,1005,1923,34674,13 mars 2022,Riseberga,55.5987199,13.0864127069271
5500000,5195000,305000,6,156,NA,942,2000,49373,12 mars 2022,Käglinge,55.530984,13.09003194404
3250000,3350000,-100000,3,73,12,512,1952,27200,11 mars 2022,Strandhem,57.5741318,11.9489593
6650000,5795000,855000,5,125,NA,729,1989,33619,11 mars 2022,Kvarnby,55.5908246,13.1022584147489
6110000,5495000,615000,5,120,65,729,1932,43400,10 mars 2022,Hyllie,55.57845855,12.97673905
5000000,4995000,5000,4,133,116,809,1924,36087,9 mars 2022,Rostorp,57.652214,14.6694652
6100000,5995000,105000,5,130,NA,294,2012,37645,9 mars 2022,Klagshamn,55.527293,12.9387699
5660000,5350000,310000,4,109,NA,530,1992,37979,8 mars 2022,Bunkeflostrand,55.5558526,12.9136979
6775000,6995000,-220000,7,142,77,1415,1929,37523,8 mars 2022,Bunkeflostrand,55.9021651,13.564504915761
3900000,3695000,205000,6,145,NA,405,1974,28800,8 mars 2022,Kyrkby,55.55196055,13.10363025
6225000,5595000,630000,8,175,75,800,1966,30783,7 mars 2022,Videdal,55.58879875,13.0615978537646
2250000,2295000,-45000,2,55,15,345,1989,23400,4 mars 2022,Tullstorp,55.6055268,13.1104042
5200000,5095000,105000,5,NA,44,514,1967,33110,4 mars 2022,Villastad,55.5753871,13.06879235
4800000,4295000,505000,5,105,64,702,1932,27800,4 mars 2022,Almhög,55.57801905,13.0214044172917
6460000,5995000,465000,4,122,121,655,1974,42330,4 mars 2022,Limhamn,55.5686005,12.9188947
4200000,3200000,1000000,5,90,90,1008,1959,35380,2 mars 2022,kyrkby,55.5461734,13.10170235
4100000,3895000,205000,4,104,16,118,1982,36738,2 mars 2022,Annetorp,55.5722183,12.9399241
5775000,4895000,880000,4,121,NA,872,2000,34048,1 mars 2022,Käglinge,55.53134215,13.0851726750095
6060000,6195000,-135000,7,168,142,560,1938,NA,1 mars 2022,Hindby,55.57698175,13.0358490597236
6750000,6495000,255000,3,100,50,200,1897,32500,1 mars 2022,Limhamn,55.5848198,12.9392107
7950000,7795000,155000,6,185,12,486,1980,47800,28 februari 2022,Djupadal,55.5702404,12.9602701
5860000,5995000,-135000,4,105,10,446,2016,23301,24 februari 2022,Kulladal,55.5763402,12.998136
10000000,10300000,-300000,7,223,129,798,1963,41380,24 februari 2022,Limhamn,59.3399808,18.0673825
7750000,7750000,0,5,141,79,765,1953,38980,24 februari 2022,Djupadal,55.577836,12.95113865
9550000,8495000,1055000,6,137,28,435,1909,44096,24 februari 2022,Limhamn,55.57928305,12.9363061
8250000,7495000,755000,5,111,15,476,1909,27697,22 februari 2022,Limhamn,55.58361275,12.9237804264857
7700000,6750000,950000,7,175,39,781,1970,44800,22 februari 2022,Hyllie,55.57230575,12.964654947815
7050000,6195000,855000,4,103,30,406,1966,52360,22 februari 2022,Djupadal,55.5744033,12.9554435499632
5200000,5595000,-395000,5,143,50,924,1920,39200,22 februari 2022,tomt,55.59594065,13.075365324125
5250000,3990000,1260000,5,135,60,248,1913,43245,22 februari 2022,Sofielund,55.5885809,13.0179385
7075000,6195000,880000,5,145,NA,380,2010,50180,22 februari 2022,Klagstorp,58.3949329,15.6760814
9400000,8875000,525000,6,182,7,993,2000,49500,19 februari 2022,Bunkeflostrand,55.5592524,12.9264052541605
5700000,6495000,-795000,4,155,NA,711,1968,35319,18 februari 2022,Vintrie,55.5545747,12.959595
14500000,14900000,-400000,8,241,39,1255,1920,68175,18 februari 2022,Mellanheden,55.5866071,12.9610456017286
5100000,4675000,425000,4,108,NA,572,1961,33420,16 februari 2022,Bunkeflostrand,55.5571921,12.92566135
5400000,5395000,5000,6,117,36,589,1962,30618,16 februari 2022,Djupadal,55.57346315,12.9497131814111
8100000,7995000,105000,5,168,20,864,1996,63300,16 februari 2022,Husie,55.58827515,13.1029151726296
3300000,2995000,305000,1,33,NA,517,1947,10600,15 februari 2022,Strandhem,55.3813571,13.1803668
3500000,3695000,-195000,4,83,NA,681,1900,45238,11 februari 2022,Tygelsjö,55.5169132,13.0044825
5330000,4795000,535000,5,119,NA,568,1923,32248,11 februari 2022,Eriksfält,55.57569745,13.0135607
5760000,5495000,265000,5,145,NA,307,2009,41400,10 februari 2022,Videdal,55.58855695,13.060789919689
3810000,2995000,815000,4,115,NA,508,1963,27208,10 februari 2022,Oxie,56.22302315,15.6635170016765
3500000,2900000,600000,3,53,12,644,1975,27200,9 februari 2022,Strandhem,55.63677,13.5106931
5825000,4795000,1030000,5,130,63,541,1922,38290,9 februari 2022,Johanneslust,59.4049286,13.5391106
6725000,6300000,425000,5,128,6,165,2015,25600,7 februari 2022,Sjöstad,56.6500111,16.4661784
10225000,8495000,1730000,5,153,95,529,1963,60350,6 februari 2022,Djupadal,55.57715895,12.95939955
5350000,4500000,850000,3,109,NA,842,1939,26560,4 februari 2022,Bunkeflostrand,55.56182925,12.9144536234205
5600000,4695000,905000,4,139,25,694,1989,5107,4 februari 2022,Virentofta,55.5877009,13.0765314
7300000,7095000,205000,5,145,10,329,2006,40900,4 februari 2022,Bunkeflostrand,55.5499082,12.9269026
8425000,6995000,1430000,8,185,15,484,1971,34314,4 februari 2022,Djupadal,55.5727809,12.9547351
5200000,4500000,700000,4,88,88,496,1946,38850,3 februari 2022,Eriksfält,55.573763,13.0097447996633
5300000,4995000,305000,6,160,60,700,1935,48047,3 februari 2022,Kattarp,57.67292245,11.897966
6250000,5495000,755000,5,117,117,537,1966,33983,3 februari 2022,villastad,55.5771039,13.0638712
5000000,4995000,5000,4,156,NA,674,1968,44308,2 februari 2022,Hindby,55.5741654,13.042551531484
7850000,6685000,1165000,7,161,NA,1030,1985,46790,2 februari 2022,Bunkeflostrand,55.5355144,12.9271594574657
4200000,NA,NA,4,92,64,884,1929,NA,31 januari 2022,Virentofta,55.5912259,13.0754275
10550000,9195000,1355000,6,152,86,726,1938,38487,30 januari 2022,Rosenvång,55.5826338,12.9569066035199
6400000,6295000,105000,6,170,NA,873,1972,36200,29 januari 2022,Husie,55.5928413,13.0744238075555
4400000,3995000,405000,6,145,14,413,1974,30346,26 januari 2022,Kyrkby,55.55151985,13.101745829377
6935000,6875000,60000,5,138,NA,464,2003,38388,25 januari 2022,Bunkeflostrand,55.5525589,12.9272936
5350000,4995000,355000,4,107,73,864,1936,45600,25 januari 2022,Husie,55.5885356,13.10762205
7500000,7495000,5000,7,NA,NA,681,1963,47516,23 januari 2022,Eriksfält,55.57672345,13.0080627175018
4810000,4595000,215000,5,132,38,951,1933,29900,22 januari 2022,Söderkulla,55.5712516,13.0133351
5650000,4995000,655000,4,122,70,810,1946,26768,21 januari 2022,Bunkeflostrand,55.5611611,12.9233914519581
6000000,4995000,1005000,5,95,60,704,1939,NA,21 januari 2022,Rosenvång,55.5830851,12.9552456
12150000,8995000,3155000,7,487,NA,2224,1878,NA,19 januari 2022,By,55.5687958,12.9643126
4650000,4395000,255000,4,120,NA,224,1988,32181,18 januari 2022,Bergdala,59.34108795,17.93510835
5050000,4995000,55000,4,121,NA,584,1999,66412,16 januari 2022,Kvarnby,55.5897817,13.10590715
2875000,7701225,-4826225,5,165,NA,724,2021,NA,15 januari 2022,Husie,55.3962041,13.4440434
4300000,3895000,405000,5,150,NA,920,1980,31749,14 januari 2022,Hindby,55.575382,13.0441264966647
6000000,4995000,1005000,6,169,NA,129,1989,45600,12 januari 2022,Sofielund,57.67285835,11.8743529930821
20000000,25000000,-5000000,9,305,188,1111,1962,68670,30 december 2021,Bellevuesjösida,-23.2335499,17.3231107
5500000,5500000,0,4,106,10,558,1962,38600,29 december 2021,Djupadal,55.57349705,12.9524312462962
7500000,6995000,505000,4,144,52,654,2005,36240,23 december 2021,Klagshamn,55.5308392,12.9291585
3900000,3895000,5000,5,76,10,492,1920,51410,22 december 2021,Kroksbäck,55.703282,13.1482052
6700000,6495000,205000,5,115,30,539,1947,44000,22 december 2021,Bunkeflo,55.5429043,12.9145798
5150000,5295000,-145000,5,84,56,743,1930,42400,22 december 2021,Gullvik,55.5714087,13.0314192846561
13800000,13800000,0,8,229,12,840,2013,25780,15 december 2021,Limhamn,57.41803355,15.0666451869146
4495000,4495000,0,4,87,68,469,1931,39813,9 december 2021,Eriksfält,59.3624698,18.008621386363
3725000,3495000,230000,5,125,22,448,1976,43000,9 december 2021,Oxie,55.5500625,13.0948984590636
4640000,4495000,145000,4,98,NA,383,1965,33600,9 december 2021,Husie,55.59093895,13.0683265086753
15495000,15495000,0,8,250,NA,648,1992,67000,9 december 2021,Fridhem,55.5980745,12.9653654639394
6100000,5495000,605000,6,132,NA,741,2001,17400,8 december 2021,Husie,55.5972446,13.1060222
11125000,10750000,375000,6,172,22,570,2005,37645,6 december 2021,Solbacken,55.5882322,12.971111440125
12000000,12795000,-795000,5,190,NA,551,1990,30500,3 december 2021,Sjösida,55.59051745,12.9597111696588
3800000,3895000,-95000,5,122,47,404,1974,32808,3 december 2021,Gullvik,55.5709631,13.0317187624265
3620000,3395000,225000,5,138,NA,NA,NA,NA,2 december 2021,Lindeborg,55.5645886,12.993037
6375000,6450000,-75000,5,162,52,880,1931,47820,2 december 2021,KLAGSHAMN,55.5353834,12.9336124683018
5750000,5995000,-245000,4,140,NA,340,1960,41210,2 december 2021,Sibbarp,55.57401545,12.9224909884398
7050000,7495000,-445000,7,159,NA,373,2017,29045,1 december 2021,Klagshamn,63.8943722,19.7397070409756
4290000,3595000,695000,5,145,NA,851,1977,29600,1 december 2021,Oxie,55.54786125,13.1032787822885
5325000,4695000,630000,4,135,17,903,1929,28700,29 november 2021,Tygelsjö,55.5174685,13.0064835
14800000,14800000,0,7,250,120,903,1925,44365,26 november 2021,Sjösida,55.5912877,12.9615569
11000000,10495000,505000,5,140,90,790,1967,66084,26 november 2021,Bellevue,-23.2335499,17.3231107
4100000,3795000,305000,6,127,58,744,1923,33700,24 november 2021,Videdal,55.5930431,13.0676605915723
6000000,4995000,1005000,5,125,90,902,1924,40114,24 november 2021,Rostorp,55.61238585,13.0487182674742
7000000,6595000,405000,7,185,25,568,1977,47000,24 november 2021,Bunkeflostrand,55.7527849,12.9039535
4995000,5495000,-500000,6,111,23,636,1966,22316,23 november 2021,Djupadal,55.57193665,12.957255
3800000,3995000,-195000,2,94,NA,1680,NA,33541,22 november 2021,Tullstorp,55.6034198,13.1128344
5900000,5195000,705000,7,160,80,1042,1945,48000,19 november 2021,Virentofta,55.5923038,13.0747463968772
7600000,7250000,350000,6,160,56,783,1920,57267,19 november 2021,Kulladal,55.57172815,12.9930738
13000000,13500000,-500000,7,205,97,922,1914,53500,19 november 2021,Limhamn,55.57662825,12.9439744489097
5000000,5295000,-295000,5,150,12,345,1975,28885,17 november 2021,Kulladal,55.5682771,12.99071463066
3800000,3200000,600000,3,79,79,1095,1958,28545,17 november 2021,Oxie,55.54527165,13.0823703133357
4000000,3500000,500000,4,132,NA,232,1979,38474,16 november 2021,Lindeborg,55.5601161,12.9955872
7000000,6995000,5000,7,200,12,810,1929,39105,16 november 2021,Klagshamn,-23.2335499,17.3231107
5015000,4500000,515000,6,188,112,702,1961,43940,16 november 2021,Gullvik,55.56915695,13.0375110419528
6060000,5995000,65000,5,130,7,203,2018,32304,15 november 2021,Bunkeflostrand,55.5544564173096,12.9325565954501
8475000,8475000,0,6,173,NA,173,1999,41218,15 november 2021,Ön,55.5893158,12.9203321
3500000,3495000,5000,4,116,NA,149,1982,23522,12 november 2021,Kulladal,55.5744769,12.9988845127568
6900000,7500000,-600000,5,140,15,431,1977,37568,12 november 2021,Limhamn,55.57942845,12.92966705
7800000,7485000,315000,7,NA,NA,794,1982,33072,12 november 2021,Bunkeflostrand,55.55998995,12.9145701094115
8250000,8195000,55000,6,178,4,728,1968,37584,12 november 2021,Limhamn,55.58011,12.9411395541298
9750000,9895000,-145000,7,189,NA,420,2020,34300,11 november 2021,Bunkeflostrand,55.5457852,12.9201363
5800000,5195000,605000,6,141,47,786,1991,46700,10 november 2021,Käglinge,55.5337738,13.0845
5750000,6195000,-445000,5,135,115,765,1895,37174,9 november 2021,Vintrie,55.5506916431519,12.9732422712668
9000000,7995000,1005000,6,155,9,158,2011,34900,9 november 2021,Ön,55.5909383,12.9210946
5370000,4200000,1170000,4,95,45,415,1919,27175,8 november 2021,Johanneslust,55.6011741,13.04898855
3485000,3395000,90000,4,100,NA,343,1974,30700,5 november 2021,Tygelsjö,55.5139123,13.0043263
4700000,4490000,210000,6,117,NA,807,1934,34935,5 november 2021,Gullvik,55.56828135,13.0266973164789
8700000,8595000,105000,6,148,6,1021,2016,30000,5 november 2021,Bunkeflostrand,58.3676522,15.7037956
3450000,3450000,0,3,59,14,613,1943,22907,3 november 2021,Strandhem,59.2680738,18.1123672
10200000,8500000,1700000,6,128,78,1030,1926,56900,3 november 2021,Mellanheden,55.5880512,12.9684573
5640000,4995000,645000,5,135,NA,424,1991,35200,3 november 2021,Bunkeflostrand,55.554883,12.9243684
8975000,8975000,0,6,190,NA,667,2021,NA,2 november 2021,Bunkeflostrand,55.5583233,12.9190044
5710000,4995000,715000,5,141,NA,529,1988,27390,1 november 2021,Husie,55.58724805,13.0913061824973
5200000,4495000,705000,NA,156,87,598,1966,NA,28 oktober 2021,Husie,55.5822797,13.0730603
5100000,4995000,105000,4,115,56,536,1923,55142,28 oktober 2021,Ulricedal,55.595859,13.0587460365848
4950000,5995000,-1045000,8,NA,NA,625,1936,63200,27 oktober 2021,Kattarp,55.58053255,13.0411427880921
4950000,4895000,55000,8,NA,NA,625,1936,63200,27 oktober 2021,Kattarp,57.1267552,12.2730566
6995000,6695000,300000,6,122,120,671,1982,42412,27 oktober 2021,Bergdala,55.5634853,12.998067
6200000,6295000,-95000,6,165,NA,518,1952,37000,27 oktober 2021,Kungshälla,55.59952425,13.0830464187188
4425000,4195000,230000,5,100,52,415,1920,35000,26 oktober 2021,Kattarp,55.57938595,13.036073
6875000,6995000,-120000,5,148,10,382,2006,20007,26 oktober 2021,Bunkeflostrand,55.55372805,12.9253694061175
18000000,18500000,-500000,9,200,152,1130,1958,60550,26 oktober 2021,Sjösida,55.5899475,12.9477393569504
4100000,3995000,105000,4,86,57,538,1923,35500,26 oktober 2021,Riseberga,55.5964163,13.0839139491994
7860000,7750000,110000,5,135,NA,173,1977,43900,26 oktober 2021,Västervång,59.3493807,18.0490793
3050000,3095000,-45000,3,54,NA,517,1954,25074,25 oktober 2021,Bunkeflostrand,55.5426726,12.914631
5150000,4995000,155000,7,221,81,704,1973,38700,25 oktober 2021,Kastanjegården,55.55893305,13.02242785
14900000,11995000,2905000,8,219,85,741,1954,59201,23 oktober 2021,Rosenvång,55.5842774,12.9512029218141
6050000,5395000,655000,7,184,17,615,1975,33000,22 oktober 2021,Videdal,55.59336315,13.0561625732143
4875000,4395000,480000,5,110,72,633,1966,NA,21 oktober 2021,Villastad,55.57579445,13.0640137551947
6115000,5595000,520000,4,124,63,760,1955,39000,21 oktober 2021,Kulladal,55.56972095,12.9915831519995
12700000,12495000,205000,5,157,78,840,1936,36200,21 oktober 2021,Västervång,55.59246635,12.9593062008562
15100000,15995000,-895000,6,200,5,273,2001,35732,21 oktober 2021,Hamnen,55.614708,12.9738440175845
6300000,5495000,805000,5,94,20,644,1923,39697,21 oktober 2021,Rostorp,55.61446675,13.0447887918929
5455000,4975000,480000,6,170,NA,504,1975,41408,20 oktober 2021,Kulladal,55.5681917,12.9947318
7900000,7495000,405000,6,127,127,550,1967,44139,20 oktober 2021,Rosenvång,55.58149265,12.9512562800909
3950000,3395000,555000,3,75,65,878,1930,39921,19 oktober 2021,Eriksfält,55.574889,13.0063929222376
5775000,4895000,880000,6,118,140,557,1967,43006,19 oktober 2021,Villastad,55.57514295,13.0680132233926
9760000,8495000,1265000,6,203,NA,857,2008,51630,19 oktober 2021,Malmö,55.5522202454517,12.9641959279485
5600000,5595000,5000,5,148,NA,500,1986,43700,19 oktober 2021,Oxie,55.5527945,13.10439685
4995000,4995000,0,6,110,18,300,1880,32727,16 oktober 2021,Tygelsjö,55.5169132,13.0044825
17200000,16500000,700000,8,255,169,1996,1955,58800,14 oktober 2021,Sjösida,55.58921785,12.9513085938154
9350000,9500000,-150000,6,180,112,570,1971,38190,14 oktober 2021,Limhamn,63.83103685,20.2776445420531
6900000,5975000,925000,5,NA,50,215,1960,34590,13 oktober 2021,Solbacken,59.4682474,18.0416513
4650000,3845000,805000,4,100,90,898,1962,46157,13 oktober 2021,Käglinge,55.53318935,13.07861015
4500000,4100000,400000,5,150,NA,670,1980,32288,9 oktober 2021,Hindby,55.5752793,13.0444189966647
7275000,7475000,-200000,5,137,6,199,2016,28782,6 oktober 2021,sjöstad,55.59170535,12.9355177675856
5500000,5195000,305000,7,118,118,541,1969,32900,5 oktober 2021,Villastad,55.5769504,13.07223005
16900000,15900000,1000000,8,320,18,1500,1992,51950,4 oktober 2021,Sjösida,59.87411585,17.6305403090683
5110000,4395000,715000,4,105,NA,356,1965,34200,4 oktober 2021,Husie,55.5910548,13.067876006563
4320000,4195000,125000,5,125,NA,1081,1955,38500,1 oktober 2021,Husie,55.59499275,13.0553704607543
4600000,4700000,-100000,6,125,NA,695,1929,37562,1 oktober 2021,Hindby,55.57410745,13.0288555515925
6300000,5995000,305000,6,153,NA,700,1991,47050,1 oktober 2021,Husie,55.602464,13.0937363
5000000,4695000,305000,6,134,83,693,1974,28270,1 oktober 2021,Kastanjegården,55.5548075,13.02325995
26500000,27500000,-1000000,7,285,90,1675,1902,94085,1 oktober 2021,Fridhem,55.59783105,12.96995465
6050000,5795000,255000,5,130,NA,191,2016,22790,30 september 2021,Bunkeflostrand,55.5550187,12.9315818
5250000,4695000,555000,5,135,NA,316,1991,30542,29 september 2021,Bunkeflostrand,55.554883,12.9243684
5650000,5195000,455000,4,160,25,969,1912,39881,29 september 2021,Klagshamn,55.52317855,12.930009795236
