slutpris,utgangspris,prisutv,antal_rum,boarea,biarea,tomtarea,byggar,driftkostnad,sälj_datum,område,latitude,longitude
6300000,6495000,-195000,8,176,95,1490,1915,38400,22 augusti 2024,Klagshamn,55.52350575,12.9430257
4120000,4595000,-475000,4,146,NA,527,1989,34381,21 augusti 2024,kyrkby,55.553031,13.1028105591605
3610000,4195000,-585000,6,180,19,634,1965,34062,21 augusti 2024,Videdal,55.5924745,13.0669284943045
4500000,3995000,505000,4,121,NA,405,1976,43338,20 augusti 2024,Tygelsjö,59.6322576,16.5621206
4900000,4495000,405000,5,116,NA,414,1959,22100,20 augusti 2024,Djupadal,55.57798225,12.9606166004773
8850000,8595000,255000,6,127,15,370,1909,55544,18 augusti 2024,Limhamn,55.5746558,12.9212412
12100000,12500000,-400000,7,235,NA,860,1980,50975,17 augusti 2024,Mellanheden,55.5876429,12.9627735031594
5495000,5895000,-400000,5,196,3,1025,1970,48204,17 augusti 2024,Virentofta,55.5851146,13.0768089
8450000,8975000,-525000,7,180,31,326,1921,55796,15 augusti 2024,Limhamn,55.5849626,12.9259248
3600000,3095000,505000,5,96,30,400,1913,31462,14 augusti 2024,Kattarp,56.0454259,12.7372181355299
9350000,8990000,360000,7,141,42,420,1909,48714,9 augusti 2024,Limhamn,55.57936205,12.93560905
4495000,4495000,0,5,109,60,1074,1946,36400,8 augusti 2024,Virentofta,55.58395125,13.07658975
2750000,2795000,-45000,6,115,27,394,1909,42640,7 augusti 2024,Hindby,59.3766292,16.480039433836
7950000,8250000,-300000,5,150,15,668,1983,47267,6 augusti 2024,Solbacken,55.5885229,12.9727663747726
7900000,7900000,0,5,186,NA,1427,2004,39719,3 augusti 2024,By,55.5120221,12.94821975
4150000,3995000,155000,6,119,NA,1176,1909,50049,1 augusti 2024,Kulladal,55.5668121139753,12.9959621663729
5400000,5195000,205000,4,88,72,852,1954,32830,30 juli 2024,Klagshamn,58.29905015,12.2821266835
16100000,15995000,105000,7,180,43,617,1895,49750,25 juli 2024,Limhamn,59.3397271,18.0602375
4800000,5195000,-395000,5,158,133,680,1942,54000,19 juli 2024,Videdal,55.59512335,13.06313325
4100000,4295000,-195000,5,134,131,572,1973,48500,18 juli 2024,Kastanjegården,55.55855095,13.022467022542
7700000,7600000,100000,6,158,NA,930,1880,29413,18 juli 2024,Klagshamn,55.52983565,12.93294955
4075000,3995000,80000,4,84,20,890,1923,40400,18 juli 2024,Valdemarsro,59.2727505,17.9748267
4950000,4500000,450000,5,156,NA,600,1974,47300,17 juli 2024,Tygelsjö,55.5129068,13.0004086301288
5500000,5795000,-295000,7,133,20,785,1920,55618,16 juli 2024,Kulladal,55.5681917,12.9947318
3900000,4195000,-295000,4,139,NA,381,1978,40600,11 juli 2024,Kristineberg,55.54482445,13.0720182953294
3800000,4195000,-395000,6,140,25,493,1959,36500,11 juli 2024,Husie,55.59397955,13.079404
6795000,6795000,0,6,155,27,520,2009,50100,11 juli 2024,Tygelsjö,55.5174699,12.98566
3800000,3995000,-195000,6,175,NA,331,1978,32764,10 juli 2024,Kristineberg,55.54595115,13.0750018242783
7800000,7995000,-195000,7,170,6,463,2002,37250,10 juli 2024,Hyllieby,58.3899481,15.5573101492861
4500000,4495000,5000,3,110,NA,462,2007,35605,9 juli 2024,Käglinge,55.53428815,13.0744504025435
5750000,7000000,-1250000,5,120,30,NA,NA,37500,9 juli 2024,Oxie,59.3331911,18.0136043
4800000,4995000,-195000,5,114,6,320,1968,34811,8 juli 2024,Bunkeflostrand,56.30873,12.78355035
13900000,13975000,-75000,6,173,105,960,1937,78270,7 juli 2024,Sjösida,55.59256175,12.9530006912933
5000000,4950000,50000,4,97,NA,515,1969,18027,5 juli 2024,Bunkeflostrand,55.5392285,12.9147078855555
4700000,4750000,-50000,5,137,95,663,1968,45454,2 juli 2024,Käglinge,55.53619065,13.0803594437149
3450000,3795000,-345000,5,120,30,316,1988,66948,2 juli 2024,Gullvik,55.5727581,13.02625275
3450000,3250000,200000,5,102,68,764,1929,25000,26 juni 2024,Riseberga,55.59627885,13.0811015844066
4275000,4295000,-20000,5,106,51,425,1915,58516,26 juni 2024,Eriksfält,55.5767897,13.0099305
6800000,6995000,-195000,5,135,4,389,1959,28548,26 juni 2024,Djupadal,55.5779725,12.9604812362579
4400000,4195000,205000,4,130,43,460,1968,35700,25 juni 2024,Husie,55.6033679,13.0870606084035
5550000,5750000,-200000,3,111,NA,341,2006,35300,25 juni 2024,Bunkeflostrand,55.5499082,12.9269026
13750000,12950000,800000,7,220,NA,1037,1975,48269,24 juni 2024,Mellanheden,55.691879,13.1848262
4600000,3750000,850000,4,123,66,720,1923,35500,24 juni 2024,Rostorp,55.6137511,13.0458314948974
8500000,9250000,-750000,5,154,43,974,1969,38632,23 juni 2024,Sibbarp,55.57510985,12.9184751785837
8200000,8975000,-775000,6,160,107,690,1947,30930,23 juni 2024,Rosenvång,55.57994165,12.9564939038711
3700000,3795000,-95000,4,95,54,809,1924,52484,22 juni 2024,Gullvik,55.57184065,13.032421652392
4900000,4995000,-95000,4,140,47,699,1997,33768,20 juni 2024,Riseberga,55.60508205,13.0946968607569
3800000,3250000,550000,3,95,95,730,1958,90601,20 juni 2024,Bellevue,55.5788974,12.9706768070461
10500000,10700000,-200000,5,155,NA,142,2001,54500,20 juni 2024,Hamnen,55.61199505,12.9738215756762
8200000,7495000,705000,6,192,NA,480,1976,32022,19 juni 2024,Bunkeflostrand,55.5494682,12.914183
3300000,3395000,-95000,4,115,115,611,1965,56290,19 juni 2024,Oxie,55.5444313,13.0949709
8900000,8495000,405000,6,163,87,850,1965,NA,19 juni 2024,Rosenvång,55.5801688,12.9591278207691
5725000,5795000,-70000,6,180,77,966,1930,53054,18 juni 2024,Virentofta,55.5884729,13.0765267
6160000,6475000,-315000,6,142,16,584,1985,31200,17 juni 2024,Tygelsjö,55.5169132,13.0044825
5300000,5195000,105000,5,129,NA,645,2003,22700,17 juni 2024,Käglinge,55.5313574,13.0915808
17350000,17985000,-635000,8,251,143,1867,1951,70631,16 juni 2024,Sjösida,55.59000145,12.9470235356599
3550000,3495000,55000,5,109,14,704,1965,35500,15 juni 2024,Tygelsjö,55.63471635,13.10164845
5525000,5650000,-125000,3,111,NA,388,2008,34492,15 juni 2024,Bunkeflostrand,55.5518738,12.9299077
2635000,2495000,140000,5,115,23,316,1978,42000,14 juni 2024,Kristineberg,55.5438577,13.07138535
5150000,5295000,-145000,6,136,13,380,1972,52033,13 juni 2024,Djupadal,55.5690822,12.9564838
9700000,9900000,-200000,6,189,NA,420,2020,10200,13 juni 2024,Bunkeflostrand,55.5457852,12.9201363
3950000,4095000,-145000,5,118,25,567,1963,45158,13 juni 2024,Riseberga,55.6016145,13.0882931441981
3175000,2995000,180000,4,100,NA,370,1964,36280,12 juni 2024,Kristineberg,55.5446564,13.0796189757508
3195000,3195000,0,4,100,NA,495,1963,26604,12 juni 2024,Kyrkby,55.54638425,13.0969192756264
6470000,7500000,-1030000,13,365,22,910,1991,157837,12 juni 2024,Kulladal,55.5743517719314,12.9990829418773
22000000,23500000,-1500000,6,273,7,1010,1972,66900,12 juni 2024,Fridhem,59.610766,16.5738848
7550000,7495000,55000,7,161,NA,1084,1873,35176,12 juni 2024,Vintrie,55.55765465,12.96479495
3620000,3995000,-375000,4,134,83,693,1974,48979,11 juni 2024,Kastanjegården,55.5549465,13.02486785
10395000,10975000,-580000,7,160,60,557,1959,34373,10 juni 2024,Mellanheden,55.5838981,12.9661900308872
4550000,4495000,55000,5,140,NA,343,2004,24622,7 juni 2024,Husie,55.586126,13.0886832936311
7550000,7995000,-445000,5,149,10,566,2010,31520,7 juni 2024,Tygelsjö,55.52311645,12.99880495
7995000,7995000,0,6,189,3,992,1969,59068,7 juni 2024,Rosenvång,55.5793696,12.9591516622601
5650000,5900000,-250000,5,178,10,631,1962,34500,7 juni 2024,Djupadal,55.57697705,12.9641716693642
7100000,7195000,-95000,6,192,55,774,1929,74001,5 juni 2024,Kulladal,55.5731787,12.995098024042
3700000,4145000,-445000,6,163,NA,792,1974,45818,5 juni 2024,Kastanjegården,55.55746335,13.0219152
4530000,3995000,535000,4,105,50,534,1939,35886,4 juni 2024,Virentofta,55.9456424,12.8036587947117
2550000,2845000,-295000,5,138,NA,228,1978,28480,3 juni 2024,Oxie,55.5361953,13.1013438319404
5175000,5175000,0,5,142,NA,777,1970,33400,3 juni 2024,Bunkeflostrand,55.55941585,12.9134163230443
6825000,6895000,-70000,6,155,NA,500,2007,36250,3 juni 2024,Bunkeflostrand,55.5510224,12.9297046
5725000,5895000,-170000,4,109,33,798,1964,43224,2 juni 2024,Hyllie,55.57781235,12.9732552556872
23000000,25000000,-2000000,7,287,94,1418,1917,76360,1 juni 2024,Sjösida,55.5894196,12.9559091566709
4300000,4195000,105000,4,105,70,789,1926,48175,1 juni 2024,Hindby,55.57806485,13.0376254014468
6495000,6495000,0,5,146,20,379,2005,31200,31 maj 2024,Klagshamn,58.4221463,15.5797287932971
5600000,5895000,-295000,5,129,20,273,1980,26741,31 maj 2024,Sofielund,62.0378719,14.3679875
3500000,3595000,-95000,5,100,55,701,1956,31500,30 maj 2024,Husie,55.59617625,13.0566521261559
4795000,4495000,300000,5,123,29,262,1968,9704,29 maj 2024,Ulricedal,55.5958523,13.0578147715244
6800000,6995000,-195000,5,168,15,751,1929,56300,28 maj 2024,Tygelsjö,57.7522354,12.152815
6500000,6295000,205000,5,158,NA,441,2001,31650,27 maj 2024,Bunkeflostrand,55.72494785,13.3606643376422
8200000,8200000,0,7,153,NA,794,1982,18366,27 maj 2024,Bunkeflostrand,55.55998995,12.9145701094115
12000000,13000000,-1000000,6,199,NA,875,1972,61272,26 maj 2024,Sjösida,55.5889496,12.9493316352493
6610000,6800000,-190000,4,122,9,598,2004,37698,25 maj 2024,Riseberga,55.5975527,13.0917261
5850000,5990000,-140000,3,114,NA,543,2011,34295,25 maj 2024,Strandhem,59.2688385,18.1095322
3500000,3595000,-95000,5,145,NA,518,1974,31091,23 maj 2024,Oxie,55.5520394,13.1030558021905
10250000,10750000,-500000,6,200,2,462,1969,47221,23 maj 2024,Limhamn,59.85196945,17.6260715829715
5975000,5975000,0,4,136,NA,320,1995,32400,23 maj 2024,Bunkeflostrand,55.555975,12.9151426489111
6000000,6295000,-295000,5,108,9,515,2011,53111,23 maj 2024,Strandhem,56.660889014154,12.8067220171378
4800000,5495000,-695000,NA,151,63,872,1909,43000,22 maj 2024,Husie,55.5795739,13.0740558
5550000,5695000,-145000,6,151,NA,342,2005,36807,22 maj 2024,Kristineberg,56.10065685,12.75380335
6300000,6595000,-295000,5,136,NA,719,2018,35275,22 maj 2024,kyrkby,56.0732276,12.9529122
8100000,8250000,-150000,5,137,50,933,2013,35043,22 maj 2024,Bunkeflostrand,55.5474743,12.9263964
9500000,9495000,5000,7,242,92,840,1942,46939,21 maj 2024,Djupadal,55.5755672,12.9675052
4150000,4095000,55000,7,146,NA,613,1991,41378,20 maj 2024,Hindby,55.57408515,13.0379929935276
10000000,10495000,-495000,10,213,38,420,1909,74765,19 maj 2024,Limhamn,55.5792116,12.935857793777
4350000,4395000,-45000,5,140,NA,317,1992,43992,18 maj 2024,ekoby,55.54166785,13.1134681
7200000,7995000,-795000,4,187,NA,4018,2023,NA,17 maj 2024,Husie,55.5690804,13.1165412
6995000,6995000,0,6,153,10,416,2008,27390,16 maj 2024,Bunkeflostrand,55.5518738,12.9299077
3500000,3795000,-295000,3,89,89,703,1960,43624,16 maj 2024,Videdal,55.5930721,13.0732837
5795000,5995000,-200000,6,187,161,1002,1927,53500,15 maj 2024,Virentofta,55.592819,13.0753374843488
4400000,3895000,505000,4,86,78,797,1975,49200,15 maj 2024,Husie,55.5957463,13.0771367725764
4100000,3995000,105000,4,109,100,693,1963,37200,15 maj 2024,Tygelsjö,55.520081,12.9995874
6180000,6000000,180000,6,136,38,376,1966,39494,14 maj 2024,By,55.5728639,12.9671087635991
4200000,3995000,205000,7,170,53,553,1969,26626,14 maj 2024,Villastad,55.575584,13.0735114055171
9500000,9990000,-490000,6,205,40,568,1977,32900,13 maj 2024,Bunkeflostrand,55.5470455,12.9139366
11300000,11800000,-500000,6,165,118,961,1933,82679,13 maj 2024,Rosenvång,55.58610005,12.9520163615102
3850000,3995000,-145000,6,150,NA,460,1982,48884,11 maj 2024,Gullvik,55.5679856,13.0347566154915
6800000,6895000,-95000,5,139,8,764,2006,39700,10 maj 2024,Klagshamn,55.53069705,12.9336200003936
5750000,5435000,315000,5,155,NA,352,1970,26412,10 maj 2024,Bunkeflostrand,55.5510475,12.9133737
4890000,4995000,-105000,5,133,NA,317,2011,34263,10 maj 2024,Videdal,55.58909345,13.0593674071607
5200000,5495000,-295000,7,140,95,874,1927,61943,8 maj 2024,Kulladal,55.5732172,12.9920123315385
4750000,4995000,-245000,5,102,NA,300,1968,43453,8 maj 2024,Bunkeflostrand,56.09357095,12.6523974740453
5200000,5295000,-95000,8,180,NA,888,2000,32900,7 maj 2024,Käglinge,55.530621,13.0862655400746
3200000,3245000,-45000,6,116,70,785,1959,18750,7 maj 2024,Kyrkby,55.5477499,13.09547205
3950000,3500000,450000,6,113,130,813,1963,66288,6 maj 2024,Tygelsjö,55.5204148,12.9986347
4100000,3995000,105000,4,112,28,593,1962,45950,5 maj 2024,Djupadal,55.5743749,12.9506619162556
5900000,5495000,405000,5,110,NA,719,1963,42086,5 maj 2024,LIMHAMN,55.57317475,12.9511830206042
5500000,5725000,-225000,6,101,59,234,1957,37856,2 maj 2024,Limhamn,55.57631155,12.9581028911648
5800000,5295000,505000,5,134,77,878,1959,47000,2 maj 2024,Riseberga,55.59535255,13.0784197861394
4200000,3795000,405000,NA,102,45,1002,1929,45698,30 april 2024,Virentofta,60.56344015,17.454613168697
7600000,7975000,-375000,6,130,90,823,1923,48400,27 april 2024,Rosenvång,55.5854892,12.9547363824169
14500000,15750000,-1250000,7,242,95,865,1915,81410,27 april 2024,Sjösida,55.5887623,12.9524182140175
3950000,3995000,-45000,5,143,21,607,1976,59600,27 april 2024,Virentofta,55.635029,13.0731247
5495000,5495000,0,6,128,62,688,2008,31984,26 april 2024,Oxie,55.6964321,13.2117745778167
3995000,3995000,0,3,85,76,2003,1946,48756,25 april 2024,HUSIE,55.6034198,13.1128344
3295000,3295000,0,4,NA,NA,776,1936,NA,24 april 2024,Käglinge,55.53450055,13.0755645736698
10900000,10900000,0,6,193,47,570,1983,55574,24 april 2024,Limhamn,60.8785676,15.1250447
3200000,3795000,-595000,2,80,10,510,1956,45179,22 april 2024,Bunkeflostrand,57.6657373,12.1076337834628
7495000,7495000,0,NA,139,NA,919,2021,44751,20 april 2024,Kyrkby,55.5489067,13.1158336
6950000,7195000,-245000,6,140,NA,401,2023,18159,19 april 2024,Kulladal,58.3146851,12.2739749598327
7300000,7195000,105000,7,220,13,992,2007,40500,18 april 2024,Tygelsjö,55.5222279,13.00462205
3000000,2995000,5000,3,100,24,891,1924,38130,15 april 2024,Gullvik,55.5679553,13.0274658196746
6550000,6750000,-200000,6,157,8,596,1999,66300,15 april 2024,Klagshamn,55.52515435,12.935990900718
6300000,6495000,-195000,4,195,25,766,2014,49994,15 april 2024,Kristineberg,55.6963422,13.2135320767789
8200000,8495000,-295000,6,177,NA,671,1984,41100,15 april 2024,Limhamn,55.5757604,12.92351005
3000000,2995000,5000,3,56,7,1008,1927,44900,13 april 2024,Husie,55.59661165,13.07682373773
5295000,5295000,0,4,122,NA,480,1975,NA,12 april 2024,Bunkeflostrand,55.5479174,12.9099166
3825000,3575000,250000,4,126,NA,626,1967,31200,12 april 2024,villastad,55.5757772,13.0681971555238
7500000,7495000,5000,6,164,NA,361,2019,40200,11 april 2024,Bunkeflostrand,55.5457132,12.9215821743243
2100000,1995000,105000,4,90,NA,665,1909,38367,11 april 2024,Oxie,55.5235976,13.0509755305288
3870000,3995000,-125000,4,92,19,528,1998,30330,10 april 2024,Almvik,55.5612244,13.0017398290254
7610000,7175000,435000,4,137,NA,632,2010,30000,9 april 2024,Bunkeflostrand,55.5447811,12.9252671
3695000,3695000,0,5,120,NA,399,1969,32750,8 april 2024,Oxie,55.5427777,13.1008620886511
3720000,4450000,-730000,7,170,36,2473,1850,49718,8 april 2024,Oxie,55.5515784,13.0990583650263
15750000,15750000,0,6,202,99,1186,1950,47448,8 april 2024,Fridhem,55.65967,12.481528
4550000,3595000,955000,3,72,NA,406,1921,52173,5 april 2024,Eriksfält,55.57265235,13.0121506469467
5900000,4950000,950000,6,134,60,491,1923,42514,5 april 2024,JOHANNESLUST,55.60141815,13.0483571787254
6650000,6795000,-145000,5,145,10,350,2007,36200,4 april 2024,Bunkeflostrand,55.5510224,12.9297046
4100000,3995000,105000,6,116,112,689,1968,35815,3 april 2024,Käglinge,55.53532535,13.07854045
7000000,7000000,0,5,120,20,630,1960,NA,1 april 2024,Limhamn,55.5804831,12.9387369945827
3300000,3695000,-395000,4,127,NA,216,1987,19428,1 april 2024,Bulltofta,55.60719425,13.05599935
5200000,5250000,-50000,6,NA,10,340,1971,49091,31 mars 2024,Djupadal,55.5690822,12.9564838
8600000,8495000,105000,5,145,NA,134,2003,45750,31 mars 2024,Hamnen,55.6122144,12.97428705
8700000,8950000,-250000,6,160,58,784,1959,56785,29 mars 2024,Limhamn,55.5770399,12.9222008441233
6750000,6750000,0,11,258,NA,863,1982,43100,28 mars 2024,Kulladal,55.5743517719314,12.9990829418773
5900000,5990000,-90000,9,222,NA,259,1909,45243,28 mars 2024,Sofielund,55.5848758,13.0140352
4200000,4850000,-650000,3,90,9,516,1950,44000,28 mars 2024,Bunkeflostrand,58.37880195,15.6988498397603
2750000,2995000,-245000,3,64,64,600,1941,50108,26 mars 2024,Kattarp,55.57939595,13.0410791098052
5355000,5295000,60000,4,127,NA,624,1991,42875,26 mars 2024,Riseberga,55.6022429,13.0923860196894
3215000,3295000,-80000,4,85,85,711,1962,4867,26 mars 2024,Käglinge,55.53320215,13.0777243
5450000,5495000,-45000,5,131,30,908,2009,30688,26 mars 2024,Käglinge,57.6719746,11.9318672
5500000,5495000,5000,4,116,NA,500,1971,40700,26 mars 2024,Hyllieby,55.56858,12.9575675
5400000,5595000,-195000,5,147,NA,525,2007,36421,25 mars 2024,Kristineberg,55.5425169,13.07576335
5300000,4995000,305000,5,113,80,810,1945,29050,22 mars 2024,Bunkeflostrand,55.5589782,12.9223843221366
5295000,5295000,0,5,134,NA,683,1909,32061,22 mars 2024,Vintrie,55.5539823,12.9604342
3762500,4395000,-632500,5,100,68,763,1926,31000,21 mars 2024,Gullvik,55.5671299,13.0332283
3895000,3895000,0,3,103,40,1004,1936,49703,19 mars 2024,Virentofta,58.41937945,14.1667315876163
3600000,3795000,-195000,4,125,20,408,1969,48936,16 mars 2024,Virentofta,55.5904964,13.0840881763259
6300000,5995000,305000,6,160,15,366,1967,29941,16 mars 2024,Djupadal,55.57263485,12.9668124499819
9200000,10500000,-1300000,7,195,NA,686,1959,43317,16 mars 2024,Limhamn,59.3382263,18.0749897
6495000,6495000,0,3,103,NA,244,1909,50432,14 mars 2024,Limhamn,55.5853627,12.927452
4100000,4395000,-295000,5,127,45,505,1964,41850,12 mars 2024,Tygelsjö,55.520081,12.9995874
9600000,8450000,1150000,5,160,66,667,1932,56100,12 mars 2024,Limhamn,55.576299,12.9406489193758
4650000,4495000,155000,4,110,NA,405,2008,30663,11 mars 2024,Käglinge,55.5365729,13.072672046159
6660000,6795000,-135000,4,120,NA,447,2004,37403,10 mars 2024,Bunkeflostrand,55.5531485,12.9274834
3220000,3295000,-75000,5,81,81,666,1942,37100,10 mars 2024,Rosengård,55.5791079,13.0449528088871
4300000,4495000,-195000,4,128,NA,805,1989,42223,9 mars 2024,Käglinge,55.6369546,13.0820741
4000000,4195000,-195000,5,138,NA,464,1979,37140,8 mars 2024,Kristineberg,55.5444159,13.0732367432174
6775000,6475000,300000,5,154,NA,638,1970,32400,8 mars 2024,Bunkeflostrand,55.555902,12.9256763830559
8950000,8850000,100000,6,175,111,782,1955,47800,6 mars 2024,DJUPADAL,55.58126495,12.9599745992075
4895000,4895000,0,5,98,98,1011,1964,49600,6 mars 2024,Husie,55.5877009,13.0765314
10100000,10495000,-395000,5,142,99,897,1932,49562,5 mars 2024,Rosenvång,55.58602315,12.9532820581795
6200000,6395000,-195000,4,160,NA,571,2000,66900,3 mars 2024,Ulricedal,55.59343155,13.0581185639341
5270000,5295000,-25000,5,131,NA,245,2012,32180,1 mars 2024,Trädgård,55.5916635,13.0892699
5700000,3990000,1710000,5,110,40,313,1909,28580,28 februari 2024,Sofielund,55.5846961,13.0148095513355
6500000,6295000,205000,6,155,NA,825,2003,55400,27 februari 2024,Riseberga,55.5975527,13.0917261
8550000,8150000,400000,5,NA,58,567,1923,34822,24 februari 2024,LIMHAMN,55.57564645,12.94512635
5595000,5595000,0,5,138,8,189,2021,20888,24 februari 2024,Bunkeflostrand,58.8920488,17.9497122125062
8500000,8695000,-195000,8,200,NA,752,1976,44216,23 februari 2024,Limhamn,59.4022537,15.8872375
9000000,9500000,-500000,6,NA,36,1004,2019,27500,23 februari 2024,Klagshamn,55.5280585,12.9719947
3500000,3695000,-195000,5,130,31,666,1960,35920,23 februari 2024,Videdal,55.59357265,13.0607377785941
5500000,5995000,-495000,5,114,12,270,1880,56203,23 februari 2024,Limhamn,55.5789062,12.9314543688649
7995000,7995000,0,6,155,25,619,2009,37199,23 februari 2024,Tygelsjö,55.5174699,12.98566
4200000,4795000,-595000,5,106,94,788,1959,46907,22 februari 2024,Virentofta,55.5904628,13.0752389
7050000,6995000,55000,5,140,50,624,1960,35860,22 februari 2024,Limhamn,55.5828063,12.9367725
7800000,7995000,-195000,7,171,25,810,1980,38914,22 februari 2024,Bunkeflostrand,55.40193795,12.9862263164612
2630000,2495000,135000,4,100,NA,453,1963,36280,21 februari 2024,Kristineberg,55.54457425,13.07618145
